pin_id,pin_url,title,description,destination_url,image_url,board_name,author_name,author_followers,tags,saves_count,comment_count,created_date,scraped_at
48061921671964816,https://www.pinterest.com/pin/48061921671964816,N/A,N/A,N/A,https://i.pinimg.com/736x/10/ae/bd/10aebd23e7cd3759c747bf29d96034c1.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:27
48061921671964814,https://www.pinterest.com/pin/48061921671964814,N/A,N/A,N/A,https://i.pinimg.com/736x/3a/33/98/3a339872ff0b7c48edcfcfcebfcff384.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:30
48061921671964813,https://www.pinterest.com/pin/48061921671964813,N/A,N/A,N/A,https://i.pinimg.com/736x/b1/77/1b/b1771b935ac0fc14f7e8ec8e28c694e4.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:30
48061921671964812,https://www.pinterest.com/pin/48061921671964812,N/A,N/A,N/A,https://i.pinimg.com/736x/aa/97/f8/aa97f8516c20fc7417e94ada7bda27ad.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:30
48061921671964859,https://www.pinterest.com/pin/48061921671964859,Log in to see more,N/A,N/A,https://i.pinimg.com/736x/16/cd/a4/16cda49886f15c659d8b1dab5347b6a5.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:30
48061921671964748,https://www.pinterest.com/pin/48061921671964748,N/A,N/A,N/A,https://i.pinimg.com/736x/f9/3a/78/f93a789f99fcf02462621de3387c5820.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:33
48061921671870447,https://www.pinterest.com/pin/48061921671870447,N/A,N/A,N/A,https://i.pinimg.com/736x/b8/8f/f1/b88ff1753b5538d89b6f9b02fce3dab0.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:33
48061921671870446,https://www.pinterest.com/pin/48061921671870446,N/A,N/A,N/A,https://i.pinimg.com/736x/60/6e/34/606e346258c58a57deae7fd6ed27567c.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:33
48061921671870448,https://www.pinterest.com/pin/48061921671870448,Friendsgiving Decor,N/A,N/A,https://i.pinimg.com/736x/60/6e/34/606e346258c58a57deae7fd6ed27567c.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:33
48061921671852396,https://www.pinterest.com/pin/48061921671852396,N/A,N/A,N/A,https://i.pinimg.com/736x/fa/5d/24/fa5d24a3092743de3d7fa91b95fac57c.jpg,N/A,N/A,N/A,,0,0,N/A,2026-05-17 13:52:35
